Compound Name,IUPAC,Inchi,SMILES,CAS Number,DTXSID,Project ID (RISK-HUNT3R),Project ID (ONTOX),Project ID (PrecisionTox),Used in RISK-HUNT3R,Used in ONTOX,Used in PrecisionTox,Liver case-study (ONTOX),Kidney case-study (ONTOX),Developping Brain case-study (ONTOX),Included Cholestasis selection (Sept2022ONTOX),Included Steatosis selection (Sept2022ONTOX),Included Crystalopathy selection (Sept2022ONTOX),Included Tubular Necrosis selection (Sept2022ONTOX),Included CFD selection (Sept2022ONTOX),Included NTC selection (Sept2022ONTOX),Compound updated
N-(2-aminoethyl)-5-chloropyridine-2-carboxamide,N-(2-aminoethyl)-5-chloropyridine-2-carboxamide,"InChI=1S/C8H10ClN3O/c9-6-1-2-7(12-5-6)8(13)11-4-3-10/h1-2,5H,3-4,10H2,(H,11,13)",C1=CC(=NC=C1Cl)C(=O)NCCN,103878-84-8,DTXSID2048294,RH0157,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-(2-methylpropoxymethyl)prop-2-enamide,N-(2-methylpropoxymethyl)prop-2-enamide,"InChI=1S/C8H15NO2/c1-4-8(10)9-6-11-5-7(2)3/h4,7H,1,5-6H2,2-3H3,(H,9,10)",CC(C)COCNC(=O)C=C,16669-59-3,DTXSID2044848,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
"N-(2,6-dichlorophenyl)-5-ethoxy-7-fluoro-[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonamide","N-(2,6-dichlorophenyl)-5-ethoxy-7-fluoro-[1,2,4]triazolo[1,5-c]pyrimidine-2-sulfonamide","InChI=1S/C13H10Cl2FN5O3S/c1-2-24-13-17-9(16)6-10-18-12(19-21(10)13)25(22,23)20-11-7(14)4-3-5-8(11)15/h3-6,20H,2H2,1H3",CCOc1nc(F)cc2nc(nn12)[S](=O)(=O)Nc3c(Cl)cccc3Cl,145701-21-9,DTXSID4034528,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
N-(3-Aminopropyl)-Imidazole,3-imidazol-1-ylpropan-1-amine,"InChI=1S/C6H11N3/c7-2-1-4-9-5-3-8-6-9/h3,5-6H,1-2,4,7H2",NCCCN1C=CN=C1,5036-48-6,DTXSID7063685,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
N-(3-aminopropyl)-N-[(1R)-1-(3-benzyl-7-chloro-4-oxoquinazolin-2-yl)-2-methylpropyl]-4-methylbenzamide,N-(3-aminopropyl)-N-[(1R)-1-(3-benzyl-7-chloro-4-oxoquinazolin-2-yl)-2-methylpropyl]-4-methylbenzamide,"InChI=1S/C30H33ClN4O2/c1-20(2)27(34(17-7-16-32)29(36)23-12-10-21(3)11-13-23)28-33-26-18-24(31)14-15-25(26)30(37)35(28)19-22-8-5-4-6-9-22/h4-6,8-15,18,20,27H,7,16-17,19,32H2,1-3H3/t27-/m1/s1",CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C,336113-53-2,DTXSID20187307,RH0159,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N-(3,3-dimethyl-1,2-dihydroindol-6-yl)-2-(pyridin-4-ylmethylamino)pyridine-3-carboxamide","N-(3,3-dimethyl-1,2-dihydroindol-6-yl)-2-(pyridin-4-ylmethylamino)pyridine-3-carboxamide","InChI=1S/C22H23N5O/c1-22(2)14-26-19-12-16(5-6-18(19)22)27-21(28)17-4-3-9-24-20(17)25-13-15-7-10-23-11-8-15/h3-12,26H,13-14H2,1-2H3,(H,24,25)(H,27,28)",CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C,453562-69-1,DTXSID10196488,RH0336,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N-(4-(2-Amino-3-Chloropyridin-4-Yloxy)-3-Fluorophenyl)-4-Ethoxy-1-(4-Fluorophenyl)-2-Oxo-1,2-Dihydropyridine-3-Carboxamide",N-[4-(2-amino-3-chloropyridin-4-yl)oxy-3-fluorophenyl]-4-ethoxy-1-(4-fluorophenyl)-2-oxopyridine-3-carboxamide,"InChI=1S/C25H19ClF2N4O4/c1-2-35-19-10-12-32(16-6-3-14(27)4-7-16)25(34)21(19)24(33)31-15-5-8-18(17(28)13-15)36-20-9-11-30-23(29)22(20)26/h3-13H,2H2,1H3,(H2,29,30)(H,31,33)",CCOC1=C(C(=O)N(C=C1)C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C(=NC=C4)N)Cl)F,1025720-94-8,DTXSID50145278,RH0129,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-(4-tert-butylphenyl)-4-(3-chloropyridin-2-yl)piperazine-1-carboxamide,N-(4-tert-butylphenyl)-4-(3-chloropyridin-2-yl)piperazine-1-carboxamide,"InChI=1S/C20H25ClN4O/c1-20(2,3)15-6-8-16(9-7-15)23-19(26)25-13-11-24(12-14-25)18-17(21)5-4-10-22-18/h4-10H,11-14H2,1-3H3,(H,23,26)",CC(C)(C)C1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=C(C=CC=N3)Cl,393514-24-4,DTXSID90432997,RH0206,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-(BUTOXYMETHYL)ACRYLAMIDE,N-(butoxymethyl)prop-2-enamide,"InChI=1S/C8H15NO2/c1-3-5-6-11-7-9-8(10)4-2/h4H,2-3,5-7H2,1H3,(H,9,10)",CCCCOCNC(=O)C=C,1852-16-0,DTXSID9027443,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
"N-(piperidin-2-ylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide","N-(piperidin-2-ylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide","InChI=1S/C17H20F6N2O3/c18-16(19,20)9-27-12-4-5-14(28-10-17(21,22)23)13(7-12)15(26)25-8-11-3-1-2-6-24-11/h4-5,7,11,24H,1-3,6,8-10H2,(H,25,26)",C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,54143-55-4,DTXSID8023054,RH0227,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-(2-fluoro-4-iodoanilino)benzamide","N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-(2-fluoro-4-iodoanilino)benzamide","InChI=1S/C16H14F3IN2O4/c17-11-3-2-10(16(25)22-26-7-9(24)6-23)15(14(11)19)21-13-4-1-8(20)5-12(13)18/h1-5,9,21,23-24H,6-7H2,(H,22,25)/t9-/m1/s1",C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,391210-10-9,DTXSID0044024,RH0155,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N-[(2S,3S)-4-(4-chlorophenyl)-3-(3-cyanophenyl)butan-2-yl]-2-methyl-2-[5-(trifluoromethyl)pyridin-2-yl]oxypropanamide","N-[(2S,3S)-4-(4-chlorophenyl)-3-(3-cyanophenyl)butan-2-yl]-2-methyl-2-[5-(trifluoromethyl)pyridin-2-yl]oxypropanamide","InChI=1S/C27H25ClF3N3O2/c1-17(34-25(35)26(2,3)36-24-12-9-21(16-33-24)27(29,30)31)23(14-18-7-10-22(28)11-8-18)20-6-4-5-19(13-20)15-32/h4-13,16-17,23H,14H2,1-3H3,(H,34,35)/t17-,23+/m0/s1",C[C@@H]([C@@H](CC1=CC=C(C=C1)Cl)C2=CC=CC(=C2)C#N)NC(=O)C(C)(C)OC3=NC=C(C=C3)C(F)(F)F,701977-09-5,DTXSID60220464,RH0271,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N-[(3S)-1-methyl-2-oxo-5-phenyl-3H-1,4-benzodiazepin-3-yl]-1H-indole-2-carboxamide","N-[(3S)-1-methyl-2-oxo-5-phenyl-3H-1,4-benzodiazepin-3-yl]-1H-indole-2-carboxamide","InChI=1S/C25H20N4O2/c1-29-21-14-8-6-12-18(21)22(16-9-3-2-4-10-16)27-23(25(29)31)28-24(30)20-15-17-11-5-7-13-19(17)26-20/h2-15,23,26H,1H3,(H,28,30)/t23-/m1/s1",CN1C2=CC=CC=C2C(=N[C@@H](C1=O)NC(=O)C3=CC4=CC=CC=C4N3)C5=CC=CC=C5,103420-77-5,DTXSID2046092,RH0250,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-[1-(cyanomethylcarbamoyl)cyclohexyl]-4-(4-propylpiperazin-1-yl)benzamide,N-[1-(cyanomethylcarbamoyl)cyclohexyl]-4-(4-propylpiperazin-1-yl)benzamide,"InChI=1S/C23H33N5O2/c1-2-14-27-15-17-28(18-16-27)20-8-6-19(7-9-20)21(29)26-23(10-4-3-5-11-23)22(30)25-13-12-24/h6-9H,2-5,10-11,13-18H2,1H3,(H,25,30)(H,26,29)",CCCN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3(CCCCC3)C(=O)NCC#N,354813-19-7,DTXSID10188989,RH0382,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N-[2-(4-chlorophenyl)ethyl]-7,8-dihydroxy-1,3,4,5-tetrahydro-2-benzazepine-2-carbothioamide","N-[2-(4-chlorophenyl)ethyl]-7,8-dihydroxy-1,3,4,5-tetrahydro-2-benzazepine-2-carbothioamide","InChI=1S/C19H21ClN2O2S/c20-16-5-3-13(4-6-16)7-8-21-19(25)22-9-1-2-14-10-17(23)18(24)11-15(14)12-22/h3-6,10-11,23-24H,1-2,7-9,12H2,(H,21,25)",C1CC2=CC(=C(C=C2CN(C1)C(=S)NCCC3=CC=C(C=C3)Cl)O)O,138977-28-3,DTXSID20160852,RH0205,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-[2-[4-(2-methoxyphenyl)piperazin-1-yl]ethyl]-N-pyridin-2-ylcyclohexanecarboxamide,N-[2-[4-(2-methoxyphenyl)piperazin-1-yl]ethyl]-N-pyridin-2-ylcyclohexanecarboxamide,"InChI=1S/C25H34N4O2/c1-31-23-12-6-5-11-22(23)28-18-15-27(16-19-28)17-20-29(24-13-7-8-14-26-24)25(30)21-9-3-2-4-10-21/h5-8,11-14,21H,2-4,9-10,15-20H2,1H3",COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4,162760-96-5,DTXSID20167467,RH0146,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N-[3-[5-(2-aminopyrimidin-4-yl)-2-tert-butyl-1,3-thiazol-4-yl]-2-fluorophenyl]-2,6-difluorobenzenesulfonamide","N-[3-[5-(2-aminopyrimidin-4-yl)-2-tert-butyl-1,3-thiazol-4-yl]-2-fluorophenyl]-2,6-difluorobenzenesulfonamide","InChI=1S/C23H20F3N5O2S2/c1-23(2,3)21-30-18(19(34-21)16-10-11-28-22(27)29-16)12-6-4-9-15(17(12)26)31-35(32,33)20-13(24)7-5-8-14(20)25/h4-11,31H,1-3H3,(H2,27,28,29)",CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,1195765-45-7,DTXSID20152499,RH0258,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N-[3-[5-(4-chlorophenyl)-1H-pyrrolo[2,3-b]pyridine-3-carbonyl]-2,4-difluorophenyl]propane-1-sulfonamide","N-[3-[5-(4-chlorophenyl)-1H-pyrrolo[2,3-b]pyridine-3-carbonyl]-2,4-difluorophenyl]propane-1-sulfonamide","InChI=1S/C23H18ClF2N3O3S/c1-2-9-33(31,32)29-19-8-7-18(25)20(21(19)26)22(30)17-12-28-23-16(17)10-14(11-27-23)13-3-5-15(24)6-4-13/h3-8,10-12,29H,2,9H2,1H3,(H,27,28)",CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,918504-65-1,DTXSID50238710,RH0256,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]-6-[5-[(2-methylsulfonylethylamino)methyl]furan-2-yl]quinazolin-4-amine,N-[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]-6-[5-[(2-methylsulfonylethylamino)methyl]furan-2-yl]quinazolin-4-amine,"InChI=1S/C29H26ClFN4O4S/c1-40(36,37)12-11-32-16-23-7-10-27(39-23)20-5-8-26-24(14-20)29(34-18-33-26)35-22-6-9-28(25(30)15-22)38-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,32H,11-12,16-17H2,1H3,(H,33,34,35)",CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,231277-92-2,DTXSID7046675,RH0386,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-[4-(1-cyanocyclopentyl)phenyl]-2-(pyridin-4-ylmethylamino)pyridine-3-carboxamide,N-[4-(1-cyanocyclopentyl)phenyl]-2-(pyridin-4-ylmethylamino)pyridine-3-carboxamide,"InChI=1S/C24H23N5O/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30)",C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,811803-05-1,DTXSID80153427,RH0161,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-[4-[[6-methoxy-7-(3-morpholin-4-ylpropoxy)quinazolin-4-yl]amino]phenyl]benzamide,N-[4-[[6-methoxy-7-(3-morpholin-4-ylpropoxy)quinazolin-4-yl]amino]phenyl]benzamide,"InChI=1S/C29H31N5O4/c1-36-26-18-24-25(19-27(26)38-15-5-12-34-13-16-37-17-14-34)30-20-31-28(24)32-22-8-10-23(11-9-22)33-29(35)21-6-3-2-4-7-21/h2-4,6-11,18-20H,5,12-17H2,1H3,(H,33,35)(H,30,31,32)",COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,331771-20-1,DTXSID00186833,RH0261,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-[ethoxy-(3-methyl-4-methylsulfanylphenoxy)phosphoryl]propan-2-amine,N-[ethoxy-(3-methyl-4-methylsulfanylphenoxy)phosphoryl]propan-2-amine,"InChI=1S/C13H22NO3PS/c1-6-16-18(15,14-10(2)3)17-12-7-8-13(19-5)11(4)9-12/h7-10H,6H2,1-5H3,(H,14,15)",CCO[P](=O)(NC(C)C)Oc1ccc(SC)c(C)c1,22224-92-6,DTXSID3024102,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
"N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine","N-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine","InChI=1S/C20H23N/c1-21-14-6-12-20-13-11-15(16-7-2-4-9-18(16)20)17-8-3-5-10-19(17)20/h2-5,7-10,15,21H,6,11-14H2,1H3",CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,10262-69-8,DTXSID7045029,RH0238,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-METHYLANILINE,N-methylaniline,"InChI=1S/C7H9N/c1-8-7-5-3-2-4-6-7/h2-6,8H,1H3",CNC1=CC=CC=C1,100-61-8,DTXSID9021841,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
N-Methylolacrylamide,N-(hydroxymethyl)prop-2-enamide,"InChI=1S/C4H7NO2/c1-2-4(7)5-3-6/h2,6H,1,3H2,(H,5,7)",OCNC(=O)C=C,924-42-5,DTXSID3020885,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
N-methylsuccinimide,"1-methylpyrrolidine-2,5-dione","InChI=1S/C5H7NO2/c1-6-4(7)2-3-5(6)8/h2-3H2,1H3",CN1C(=O)CCC1=O,1121-07-09,DTXSID40149902,RH0082,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-Monomethyl-L-Arginine,(2S)-2-amino-5-[(N'-methylcarbamimidoyl)amino]pentanoic acid,"InChI=1S/C7H16N4O2/c1-10-7(9)11-4-2-3-5(8)6(12)13/h5H,2-4,8H2,1H3,(H,12,13)(H3,9,10,11)/t5-/m0/s1",CN=C(N)NCCC[C@@H](C(=O)O)N,17035-90-4,DTXSID3040560,RH0097,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
N-phenyl-4-(quinolin-3-ylmethyl)piperidine-1-carboxamide,N-phenyl-4-(quinolin-3-ylmethyl)piperidine-1-carboxamide,"InChI=1S/C22H23N3O/c26-22(24-20-7-2-1-3-8-20)25-12-10-17(11-13-25)14-18-15-19-6-4-5-9-21(19)23-16-18/h1-9,15-17H,10-14H2,(H,24,26)",C1CN(CCC1CC2=CC3=CC=CC=C3N=C2)C(=O)NC4=CC=CC=C4,959151-50-9,DTXSID00648906,RH0387,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N,N-dibutylnitrous amide","N,N-dibutylnitrous amide","InChI=1S/C8H18N2O/c1-3-5-7-10(9-11)8-6-4-2/h3-8H2,1-2H3",CCCCN(CCCC)N=O,924-16-3,DTXSID2021026,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
"N,N-dicyclopropyl-7-[(1,5-dimethylpyrazol-3-yl)amino]-10-ethyl-3-methyl-3,5,8,10-tetrazatricyclo[7.3.0.02,6]dodeca-1,4,6,8,11-pentaene-11-carboxamide","N,N-dicyclopropyl-7-[(1,5-dimethylpyrazol-3-yl)amino]-10-ethyl-3-methyl-3,5,8,10-tetrazatricyclo[7.3.0.02,6]dodeca-1,4,6,8,11-pentaene-11-carboxamide","InChI=1S/C23H28N8O/c1-5-30-17(23(32)31(14-6-7-14)15-8-9-15)11-16-20-19(24-12-28(20)3)21(26-22(16)30)25-18-10-13(2)29(4)27-18/h10-12,14-15H,5-9H2,1-4H3,(H,25,26,27)",CCN1C(=CC2=C3C(=C(N=C21)NC4=NN(C(=C4)C)C)N=CN3C)C(=O)N(C5CC5)C6CC6,1271022-90-2,DTXSID00155403,RH0166,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N,N-Diethylacrylamide","N,N-diethylprop-2-enamide","InChI=1S/C7H13NO/c1-4-7(9)8(5-2)6-3/h4H,1,5-6H2,2-3H3",CCN(CC)C(=O)C=C,2675-94-7,DTXSID10181258,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
"N,N-dimethyl-2-[5-(1,2,4-triazol-1-ylmethyl)-1H-indol-3-yl]ethanamine","N,N-dimethyl-2-[5-(1,2,4-triazol-1-ylmethyl)-1H-indol-3-yl]ethanamine","InChI=1S/C15H19N5/c1-19(2)6-5-13-8-17-15-4-3-12(7-14(13)15)9-20-11-16-10-18-20/h3-4,7-8,10-11,17H,5-6,9H2,1-2H3",CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,144034-80-0,DTXSID2023565,RH0142,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N,N-dimethyl-2-[5-(pyrrolidin-1-ylsulfonylmethyl)-1H-indol-3-yl]ethanamine","N,N-dimethyl-2-[5-(pyrrolidin-1-ylsulfonylmethyl)-1H-indol-3-yl]ethanamine","InChI=1S/C17H25N3O2S/c1-19(2)10-7-15-12-18-17-6-5-14(11-16(15)17)13-23(21,22)20-8-3-4-9-20/h5-6,11-12,18H,3-4,7-10,13H2,1-2H3",CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,154323-57-6,DTXSID5044289,RH0145,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
"N,N-dimethylacetamide","N,N-dimethylacetamide",InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3,CC(=O)N(C)C,127-19-5,DTXSID5020499,,CMS-509,,FALSE,TRUE,FALSE,Cholestasis,,,no,no,no,no,no,no,Jan/22
"N,N-dimethylformamide","N,N-dimethylformamide","InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3",CN(C)C=O,68-12-2,DTXSID6020515,,CMS-527,,FALSE,TRUE,FALSE,Cholestasis / Steatosis,,,no,no,no,no,no,no,Jan/22
"N,N'-METHYLENEBISACRYLAMIDE",N-[(prop-2-enoylamino)methyl]prop-2-enamide,"InChI=1S/C7H10N2O2/c1-3-6(10)8-5-9-7(11)4-2/h3-4H,1-2,5H2,(H,8,10)(H,9,11)",C=CC(=O)NCNC(=O)C=C,110-26-9,DTXSID8025595,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Naproxen,(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)/t9-/m0/s1",C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,22204-53-1,DTXSID4040686,RH0033,CMS-8229,,TRUE,TRUE,FALSE,,Tubular Necrosis,,no,no,no,YES,no,no,Jun/22
Naratriptan,N-methyl-2-[3-(1-methylpiperidin-4-yl)-1H-indol-5-yl]ethanesulfonamide,"InChI=1S/C17H25N3O2S/c1-18-23(21,22)10-7-13-3-4-17-15(11-13)16(12-19-17)14-5-8-20(2)9-6-14/h3-4,11-12,14,18-19H,5-10H2,1-2H3",CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,121679-13-8,DTXSID7023354,RH0132,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Nedaplatin,azane;2-hydroxyacetic acid;platinum,"InChI=1S/C2H4O3.2H3N.Pt/c3-1-2(4)5;;;/h3H,1H2,(H,4,5);2*1H3;",C(C(=O)O)O.N.N.[Pt],95734-82-0,DTXSID8046878,,CMS-35635,,FALSE,TRUE,FALSE,,,,no,no,no,no,no,no,Jan/22
Nefazodone,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one","InChI=1S/C25H32ClN5O2/c1-2-24-27-31(25(32)30(24)18-19-33-23-10-4-3-5-11-23)13-7-12-28-14-16-29(17-15-28)22-9-6-8-21(26)20-22/h3-6,8-11,20H,2,7,12-19H2,1H3",CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,83366-66-9,DTXSID2023357,,CMS-3141,,FALSE,TRUE,FALSE,Cholestasis,,,YES,no,no,no,no,no,Jan/22
Nefazodone hyperchloride,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one;hydrochloride","InChI=1S/C25H32ClN5O2.ClH/c1-2-24-27-31(25(32)30(24)18-19-33-23-10-4-3-5-11-23)13-7-12-28-14-16-29(17-15-28)22-9-6-8-21(26)20-22;/h3-6,8-11,20H,2,7,12-19H2,1H3;1H",CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl,82752-99-6,DTXSID8046088,,CMS-60536,,FALSE,TRUE,FALSE,Cholestasis,,,YES,no,no,no,no,no,Sep/22
Neomycin,"(2R,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-2-[(2S,3R,4S,5R)-4-[(2R,3R,4R,5S,6S)-3-amino-6-(aminomethyl)-4,5-dihydroxyoxan-2-yl]oxy-3-hydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxycyclohexyl]oxyoxane-3,4-diol","InChI=1S/C23H46N6O13/c24-2-7-13(32)15(34)10(28)21(37-7)40-18-6(27)1-5(26)12(31)20(18)42-23-17(36)19(9(4-30)39-23)41-22-11(29)16(35)14(33)8(3-25)38-22/h5-23,30-36H,1-4,24-29H2/t5-,6+,7-,8+,9-,10-,11-,12+,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23+/m1/s1",C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,1404-04-02,DTXSID9041073,RH0251,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
NG-Nitro-L-Arginine,(2S)-2-amino-5-[[amino(nitramido)methylidene]amino]pentanoic acid,"InChI=1S/C6H13N5O4/c7-4(5(12)13)2-1-3-9-6(8)10-11(14)15/h4H,1-3,7H2,(H,12,13)(H3,8,9,10)/t4-/m0/s1",C(C[C@@H](C(=O)O)N)CN=C(N)N[N+](=O)[O-],2149-70-4,DTXSID2042696,RH0099,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Niclosamide,5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide,"InChI=1S/C13H8Cl2N2O4/c14-7-1-4-12(18)9(5-7)13(19)16-11-3-2-8(17(20)21)6-10(11)15/h1-6,18H,(H,16,19)",Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+]([O-])=O,50-65-7,DTXSID7040362,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Nicotine,3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3/t10-/m0/s1",CN1CCC[C@H]1C2=CN=CC=C2,54-11-5,DTXSID1020930,RH0034,CMS-950,,TRUE,TRUE,FALSE,,,Cognitive Function Defects / Neural Tube Defects,no,no,no,no,YES,YES,Sep/22
nicotine-1'-N-oxide,3-(1-methyl-1-oxidopyrrolidin-1-ium-2-yl)pyridine,"InChI=1S/C10H14N2O/c1-12(13)7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3",C[N+]1(CCCC1C2=CN=CC=C2)[O-],63551-14-4,,RH0433,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Nifedipine,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate","InChI=1S/C17H18N2O6/c1-9-13(16(20)24-3)15(14(10(2)18-9)17(21)25-4)11-7-5-6-8-12(11)19(22)23/h5-8,15,18H,1-4H3",CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,21829-25-4,DTXSID2025715,,CMS-4534,,FALSE,TRUE,FALSE,Cholestasis,,,YES,no,no,no,no,no,Jan/22
Niflumic Acid,2-[3-(trifluoromethyl)anilino]pyridine-3-carboxylic acid,"InChI=1S/C13H9F3N2O2/c14-13(15,16)8-3-1-4-9(7-8)18-11-10(12(19)20)5-2-6-17-11/h1-7H,(H,17,18)(H,19,20)",OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F,4394-00-7,DTXSID1023368,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
